Integration Type,Language,Sentiment,Categories,Text
google_mybusiness,eng,0,food;service,OK... .. struggled with large group of 12.Food good but was long time coming.Good and bad !!
google_mybusiness,und,1,experience,Awesome
google_mybusiness,eng,1,experience;food;value,"Absolutely phenomenal. Been for an evening meal, and lunch set menu. Both incredible. The lunch set menu is an extremely good value for money. Will be nagging the wife to return ASAP!!"
google_mybusiness,eng,1,experience,Great place for a meal
google_mybusiness,eng,1,experience;food;value,Went for a birthday meal the food was great quality if a little on the pricy side. Would go again but only for a special occasion
google_mybusiness,eng,1,service;experience;food,"Went for a meal with my family ages ranging from 24-88. There were 7 of us. We had lovely service the staff were very friendly. We had to wait a little while for our food but we expected to as it was Father’s Day. A good choice of food, and it was lovely thoroughly enjoyed our evening!"
google_mybusiness,dan,1,experience;value,"£10 3 course deal was great for lunch. Great value for money, was left feeling very satisfied"
google_mybusiness,eng,1,experience;food;service,Nice place foods nice used be an old bank. Staff polite recommend
google_mybusiness,eng,1,experience;food;service,Amazing food was incredible and the drinks too. Martin was a gentleman fantastic service my friend needs a raise
google_mybusiness,eng,1,experience;food;service,"Really good meals here - it's another outlet that owns their own butchers and serve their produce. The steak was cooked perfectly to my liking. Decor very nice, staff were welcoming, accommodating and knowledgeable of the menu. They had an excellent house red wine at a very reasonable £16 / bottle. I think their strongest point is that they have lots of steak options for the steak enthusiast, but they also did very good platters of steak, chicken and lamb and others (I seen to recall king prawns being on the menu) - I thought that made it very interesting. I'm also a big fan of onion rings, theirs had a great texture to their batter, it almost gave it a chewier texture -it really worked"
google_mybusiness,eng,1,experience;food;service,Food was excellent but the service was very slow.
google_mybusiness,eng,-1,experience;food;service,"Very bad service, not a great meal. Bland tough steak, not planning on returning"
google_mybusiness,eng,1,experience;food;reputation,"Lovely meal out tonight with friends , highly recommend this place"
facebook,eng,1,experience;food,The food is to die for and the cocktails are amazing x
google_mybusiness,dan,1,experience;food;service;value,"Great food, excellent staff and decent price"
yelp,eng,1,food,"tasty meatballs in the middle of brussels, apparently it closed though.. :("
google_mybusiness,nld,1,food;service,"Lekkere hamburgers!zeer vriendelijk personeel,enige minpuntje was dat er geen honden mee binnenmogen😕maar daar kan het personeel niets aan doen natuurlijk."
google_mybusiness,nld,1,food;value,"Heel lekker gegeten, en een vriendelijke bediening!!  Prijs kwaliteit, dik oké!"
google_mybusiness,eng,1,food;reputation,"The Beyond Burger is really remarkably exceptional, not easy to make a vegan burger taste the same as the meaty one! I'm more of a fan of their vegan burgers that are not made with fake meat but rather with real vegetables; but thank you for showing carnivores with your menu that there's an alternative to real bloody meat :-p"
google_mybusiness,deu,0,food;service,Hamburger OK / Salat zum Teil schon verfault / mussten ca. 45 Minuten warten!
google_mybusiness,nld,1,service,Goede service
google_mybusiness,nld,1,food;service,"Zeer goed burgerrestaurant, de hamburgers waren zeer lekker en er was redelijk snelle bediening."
instagram,eng,1,food,Draft Day Moussaka.
facebook,eng,1,food,I highly recommend this page to left-handed people I know.
google_mybusiness,nld,1,environment;convenience,De nieuwe touch displays zorgen ervoor dat je je ervaring helemaal kan personaliseren. Dit maakt het toch wel een pak leuker dan het al is!Persoonlijk ging ik voor een Samson en Gert thema 🙃
google_mybusiness,nld,1,environment;reputation,"Gezellig en sportief , fijne sport."
google_mybusiness,nld,1,environment,Fantastisch
google_mybusiness,spa,1,environment;reputation,"Lugar muy entretenido, me gusta👌🏻"
google_mybusiness,und,1,environment,Aight
instagram,dan,1,environment;value;food,Two horses and a dog. We killed our Kenny out Phoenix  and holy grail. Chance met de bavetten.
google_mybusiness,nld,1,environment;reputation,Gezellig om te bowlen  leuk restaurant Boddies aan en bar
google_mybusiness,fra,1,environment;reputation;service,Belle endroit propre et spacieux. Personnel accueillant.
google_mybusiness,nld,1,food;service,Goede burgers! Goede service!
google_mybusiness,eng,-1,service;value,After waiting for 30+ minutes we asked for our food and they said the order was not submitted yet. We ended up paying for our water (1liter = 9eur!?!?) and leaving without food.
facebook,nld,1,food,Super lekker en vriendelijk bediening.⭐️⭐️⭐️⭐️⭐️
google_mybusiness,fra,1,environment;food;value,"Chouette ambiance vintage, bons ingrédients mais .... les spaghettis trop cuits ! Aïe aïe pour une italienne c'est une faute majeure ! 😉"
instagram,nld,1,environment;value,Bavet vroeg ons om een stoepbord te ontwerpen voor hun restaurants. We baseerden ons voor het ontwerp op de kasten die we eerder voor hen maakten. Op de achterkant komt een graphic die naargelang de locatie kan veranderen. ∗∗∗∗∗∗∗∗∗#bavet #bavetspaghetti #gent #brugge #antwerpen #leuven #brussel #ixelles #interiordesign #interiordesigner #interiordetails #belgiandesign #belgiandesigner #sustainabledesign #duurzaamdesign #madeinghent #madeinbelgium #ghentcreatives #makersgonnamake #makersmovement #shopdesign #hospitalitydesign #modulardesign #geometricdesign #patterndesign
google_mybusiness,fra,1,environment;value;food,"Première expérience inoubliable, je ne connaissais absolument pas le concept et j'y suis aller complètement par hasard. Un accueil et un service très chaleureux. J'y retournerai et j'ai déjà recommandé autour de moi !"
google_mybusiness,nld,1,food,Heerlijke kippegerechten
google_mybusiness,nld,-1,service,"Het eten zou een betere score kunnen krijgen, de bediening laat alweer de wensen over. Lang wachten en 2 bestelling met drank niet ontvangen."
facebook,eng,-1,experience;service;food,Crosscut Jig
google_mybusiness,fra,1,service;food,"Pas mal si on veut manger un hamburger et des frites. Il y a 3 burgers pour vegans et des frites avec assaisonnement pour végétariens. La manager est aimable et les deux serveuses auxquelles j’ai eu à faire étaient sympathique. Par contre le serveur asiatique qui a pris ma commande devrait apprendre les bonnes manières. Pour le reste, c’est un tantinet cher pour ce que j’ai mangé."
facebook,nld,-1,service,Veel te lang wachten Te weinig personeel Kunnen het niet aan !!
google_mybusiness,nld,1,reputation;food,Super veggie burgers
google_mybusiness,nld,1,reputation;food,Best vegan Burgers!
facebook,por,-1,service;food,Email adres is david.dekyver@flycjs.com
google_mybusiness,eng,1,food;environment;service;value,The 2 different pastas together was AMAZING. I HIGHLY recommend this place! Sitting in the courtyard eating my meal was simply a great experience!
google_mybusiness,fra,1,environment;reputation,Très bonne qualité  et agréable
google_mybusiness,nld,0,environment;service,Zeer leuk en plezant alleen jammer als er een probleem is en je vraagt via de computer hulp dat het personeel er meer als 15min over deed voor het te komen oplossen
facebook,eng,-1,experience,Posting using the mobile app
google_mybusiness,eng,1,service,Good service
instagram,eng,1,value;environment,Videographer and photographer for once in front of the lens 📸😄
google_mybusiness,eng,1,experience;food;service,"Amazing steak , come here every couple of weeks and it has always been really good food and excellent customer service"
google_mybusiness,eng,1,experience;service;food,"Excellent service, tasty fresh meals!"
google_mybusiness,eng,-1,experience;service;food,Service was quite slow and bottled beer is very over priced
google_mybusiness,eng,-1,experience;food,"Absolutely terrible.  Arrived at 445 as little ones dinner time - no other customers so ordered quickly and food took ages.  Didn’t receive haddock Goujons as ordered from kids menu, received a piece of fish and chips plus cold peas, the chips looked like they had been in the bottom of the bag defrosting for ages before cooking.   I ordered Waldorf salad with salmon.... so drenched in mayonnaise I could not taste anything else so couldn’t eat it.  Husband had burger which itself was ok but the bun was like a cheap supermarket bun.  He received the same amount of chips as our 2 year old.  The sweet potato fries were soggy and I would say almost not cooked. No one came to check all was ok.... we attempted to eat what we could and went to the till to pay.  Did not even get asked if all was ok when presented with the bill.  Shocking."
google_mybusiness,eng,-1,environment;service;food,"Our food was very good quality at the price point. Staff were friendly enough, but not enthusiastic as serving us. The place didn't have a great ambience, tables are a bit close together for me, and we were in a big square box part with little character. Food was good though."
google_mybusiness,und,1,experience,Super
instagram,eng,1,environment,Since it’s the Grand Départ today in Brussels ... 😂 letourdefrance #waitforit👀 #tourdefrance
google_mybusiness,fra,1,value;service;food,"Pour les amateurs de pâtes, ce lieu est fantastique. En plus, la déco est géniale et les serveurs agréables."
facebook,eng,1,environment;reputation,"Cycling Carbs, The Belgian Way. 🇧🇪 #tourdefrance Don't forget yours! www.bavet.eu#wearenotresponsibleforstainsonyourshirt #secondbestspaghetti #thebelgianway #belgianspaghetti"
instagram,eng,1,environment;reputation,"Cycling Carbs, The Belgian Way. 🇧🇪 #tourdefrance Don't forget yours! www.bavet.eu#wearenotresponsibleforstainsonyourshirt #secondbestspaghetti #thebelgianway #belgianspaghetti"
google_mybusiness,nld,1,service;food,"Vlotte, vriendelijke bediening, lekker"
google_mybusiness,nld,1,food;service;reputation,"Perfecte ervaring. We hebben ons laten verrassen door dit etablissement op de dijk van Oostende. Er was een vriendelijk onthaal (je wordt gevraagd om even te wachten voor zelf plaats te nemen), leuke menu kaart met veel uitleg en achteraan enkele weetjes en je krijgt de tijd om rustig te kiezen uit de vele mogelijkheden. De verdere bediening was zeer correct en vriendelijk, en niet onbelangrijk: lekkere drank en perfecte burgers. Zowel wat tussen het broodje steekt, als het broodje zelf, wat naar ons gevoel wel eens wordt onderschat in restaurants. Hoe goed een stuk vlees of kip ook kan zijn... bij een broodje dat te oud, hard of zacht is... valt het gerecht in het water. We hopen dat deze ervaring en manier van werken volgehouden wordt tijdens de drukte van de zomermaanden. Bij afrekenen kwam de vraag of alles in orde was. Onze reactie: ""perfect in orde"" werd beantwoord met ""er is altijd ruimte voor verbetering"". Dit geeft ons het gevoel dat Jilles Beer & Burger oprecht zoekt naar wat klanten belangrijk vinden."
google_mybusiness,eng,-1,service;food;value,Not amused. If you are willing to pay 5 euros more you can go out for real food.
instagram,fra,1,environment,🕷Pourquoi aller voir Spiderman au cinéma si tu peux partager un spaghetti avec lui chez bavet_spaghetti Leuven ? 🍝❤️💙 #BavetAmbassador.....#bailli #bavet #bavetspaghetti #wearenotresponsibleforstainsonyourshirt #belgianblogger #belgianinfluencer #frenchblogger #spaghettis #spaghetti #foodporn #foodlover #bolognaise #bolognese #instapasta #brunette #pasta #pastalovers #pastalover #belgium #visitbelgium #testedbyrebecca #leuven #louvain #visitleuven #brussels #visitbrussels #ilovebrussels
google_mybusiness,nld,1,food;service;environment;value,SUPER LEKKER ETEN EN SUPER VRIENDELIJKE MENSEN 🙌
